"";"timestamp";"Y";"media";"radio";"Y1";"Y109";"Y181";"Y289"
"1";"2014-04-01 00:00:00";19,761251903;20,094374190288;1,10508924688327;NA;NA;NA;NA
"2";"2014-04-01 00:05:00";20,500833287;20,094374190288;1,10508924688327;19,761251903;NA;NA;NA
"3";"2014-04-01 00:10:00";19,9616414445;20,094374190288;1,10508924688327;20,500833287;NA;NA;NA
"4";"2014-04-01 00:15:00";21,4902660734;20,094374190288;1,10508924688327;19,9616414445;NA;NA;NA
"5";"2014-04-01 00:20:00";20,1877394098;20,094374190288;1,10508924688327;21,4902660734;NA;NA;NA
"6";"2014-04-01 00:25:00";19,9231256718;20,094374190288;1,10508924688327;20,1877394098;NA;NA;NA
"7";"2014-04-01 00:30:00";21,6984039617;20,094374190288;1,10508924688327;19,9231256718;NA;NA;NA
"8";"2014-04-01 00:35:00";20,8787583842;20,094374190288;1,10508924688327;21,6984039617;NA;NA;NA
"9";"2014-04-01 00:40:00";18,4461996294;20,094374190288;1,10508924688327;20,8787583842;NA;NA;NA
"10";"2014-04-01 00:45:00";18,7108178448;20,094374190288;1,10508924688327;18,4461996294;NA;NA;NA
"11";"2014-04-01 00:50:00";21,1484914518;20,094374190288;1,10508924688327;18,7108178448;NA;NA;NA
"12";"2014-04-01 00:55:00";21,3434052847;20,094374190288;1,10508924688327;21,1484914518;NA;NA;NA
"13";"2014-04-01 01:00:00";20,1807633164;20,094374190288;1,10508924688327;21,3434052847;NA;NA;NA
"14";"2014-04-01 01:05:00";20,2178209115;20,094374190288;1,10508924688327;20,1807633164;NA;NA;NA
"15";"2014-04-01 01:10:00";20,5277318514;20,094374190288;1,10508924688327;20,2178209115;NA;NA;NA
"16";"2014-04-01 01:15:00";19,7564630971;20,094374190288;1,10508924688327;20,5277318514;NA;NA;NA
"17";"2014-04-01 01:20:00";20,7207964939;20,094374190288;1,10508924688327;19,7564630971;NA;NA;NA
"18";"2014-04-01 01:25:00";18,4339250303;20,094374190288;1,10508924688327;20,7207964939;NA;NA;NA
"19";"2014-04-01 01:30:00";21,8451169695;20,094374190288;1,10508924688327;18,4339250303;NA;NA;NA
"20";"2014-04-01 01:35:00";21,0006192952;20,094374190288;1,10508924688327;21,8451169695;NA;NA;NA
"21";"2014-04-01 01:40:00";20,524696816;20,094374190288;1,10508924688327;21,0006192952;NA;NA;NA
"22";"2014-04-01 01:45:00";19,265288228;20,094374190288;1,10508924688327;20,524696816;NA;NA;NA
"23";"2014-04-01 01:50:00";18,6438219498;20,094374190288;1,10508924688327;19,265288228;NA;NA;NA
"24";"2014-04-01 01:55:00";19,6373718553;20,094374190288;1,10508924688327;18,6438219498;NA;NA;NA
"25";"2014-04-01 02:00:00";20,6463069623;20,094374190288;1,10508924688327;19,6373718553;NA;NA;NA
"26";"2014-04-01 02:05:00";20,5348389737;20,094374190288;1,10508924688327;20,6463069623;NA;NA;NA
"27";"2014-04-01 02:10:00";19,5305646203;20,094374190288;1,10508924688327;20,5348389737;NA;NA;NA
"28";"2014-04-01 02:15:00";20,4531455753;20,094374190288;1,10508924688327;19,5305646203;NA;NA;NA
"29";"2014-04-01 02:20:00";21,2549931823;20,094374190288;1,10508924688327;20,4531455753;NA;NA;NA
"30";"2014-04-01 02:25:00";18,1051390894;20,094374190288;1,10508924688327;21,2549931823;NA;NA;NA
"31";"2014-04-01 02:30:00";19,8024841917;20,094374190288;1,10508924688327;18,1051390894;NA;NA;NA
"32";"2014-04-01 02:35:00";21,0342209139;20,094374190288;1,10508924688327;19,8024841917;NA;NA;NA
"33";"2014-04-01 02:40:00";20,1845778819;20,094374190288;1,10508924688327;21,0342209139;NA;NA;NA
"34";"2014-04-01 02:45:00";20,6059043517;20,094374190288;1,10508924688327;20,1845778819;NA;NA;NA
"35";"2014-04-01 02:50:00";20,0667055704;20,094374190288;1,10508924688327;20,6059043517;NA;NA;NA
"36";"2014-04-01 02:55:00";21,9674981787;20,094374190288;1,10508924688327;20,0667055704;NA;NA;NA
"37";"2014-04-01 03:00:00";18,218486146;20,094374190288;1,10508924688327;21,9674981787;NA;NA;NA
"38";"2014-04-01 03:05:00";19,9641792871;20,094374190288;1,10508924688327;18,218486146;NA;NA;NA
"39";"2014-04-01 03:10:00";18,3656661965;20,094374190288;1,10508924688327;19,9641792871;NA;NA;NA
"40";"2014-04-01 03:15:00";18,6391422485;20,094374190288;1,10508924688327;18,3656661965;NA;NA;NA
"41";"2014-04-01 03:20:00";19,5321534017;20,094374190288;1,10508924688327;18,6391422485;NA;NA;NA
"42";"2014-04-01 03:25:00";18,622160366;20,094374190288;1,10508924688327;19,5321534017;NA;NA;NA
"43";"2014-04-01 03:30:00";21,8547486638;20,094374190288;1,10508924688327;18,622160366;NA;NA;NA
"44";"2014-04-01 03:35:00";21,7871591069;20,094374190288;1,10508924688327;21,8547486638;NA;NA;NA
"45";"2014-04-01 03:40:00";19,3444385849;20,094374190288;1,10508924688327;21,7871591069;NA;NA;NA
